央视,#genre# 
百视通Y+,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/01.m3u8?fmt=ts2hls
4K超高清电影,http://58.216.6.173/sk.live.otvcloud.com/otv/skcc/live/channel51024/index.m3u8#http://58.216.6.173/sk.live.otvcloud.com/otv/skcc/live/channel51024/2300.m3u8
电影HD,http://112.17.40.140/PLTV/88888888/224/3221226176/index.m3u8 
电影动作大片,http://dl.shanxiyaxing.com/优酷.php?id=8020409
电影喜剧大片,http://dl.shanxiyaxing.com/优酷.php?id=8020410
电影爱情大片,http://dl.shanxiyaxing.com/优酷.php?id=8020411
科幻电影,http://dl.shanxiyaxing.com/优酷.php?id=8019682
YY電影,http://106.54.30.243/dl/YY.php?t=35133142



香港备用2,#genre#



鳳凰中文台,mitv://147.135.39.171:9906/5f325761000620a283ecc2c8321a7d61&link=123
鳳凰資訊台,mitv://147.135.39.171:9906/5f32576100041fba83ecc23b4fe71c96&link=123
鳳凰香港台,mitv://147.135.39.171:9906/5f3257610007e53983ecc3354ee27db6&link=123
鳳凰電影台,mitv://147.135.39.171:9906/5e9b4e750002f3b7b43f77c81486506f.ts
HKC 18,mitv://147.135.39.171:9906/5ea539e900018755daff46da4f370362.ts
HKC 603,mitv://147.135.39.171:9906/5ef4ecd300091a2f1252b72006d82fc2.ts
HKC財經資訊台,mitv://147.135.39.171:9906/5ead19e0000c2946f9c238242b751a54.ts
HKC體育台,mitv://147.135.39.171:9906/5ea539e900076757daff48514c4e1e96.ts
HKC新聞台,mitv://147.135.39.171:9906/5e9e83070000f800c0c4d18b692d70da.ts
HKC直播新聞台,mitv://147.135.39.171:9906/5ef4ecd400015d191252b914239a34f8.ts
HKC綜合娛樂台,mitv://147.135.39.171:9906/5e73be6500011d2f19b464df5ab64e5b.ts
HKC電影台,mitv://147.135.39.171:9906/5e9e8065000ee629c0ba8c55779a5269.ts
HKC beIN SPORTS1,mitv://147.135.39.171:9906/5ea28d9a0005c385d08e210c66e47615.ts
HKC beIN SPORTS2,mitv://147.135.39.171:9906/5ea28d9a000cfc2bd08e22e03ebd0c76.ts
HKC Sports Plus 1,mitv://147.135.39.171:9906/5ea539ea00007ceadaff4a743a176aa1.ts
HKC Sports Plus 2,mitv://147.135.39.171:9906/5ef4ecd40007934c1252baaa5c8b564e.ts
TVB J2,mitv://147.135.39.171:9906/5defdab5000c62a56ea0b90a0b532a03.ts
TVB翡翠台(備),mitv://147.135.39.171:9906/5e9e8063000969abc0ba831e7a0351c1.ts
TVB翡翠台,mitv://147.135.39.171:9906/5ea51995000ec10eda81021569fa53dc.ts
TVB明珠台,mitv://147.135.39.171:9906/5defe1400004ed256eba461e3fa17ad5.ts
TVB星河,mitv://147.135.39.171:9906/5ea53a9a000d39fddb01fd3f19aa567e.ts



無綫財經資訊台,mitv://147.135.39.171:9906/5e975a520003b3a4a4cdbd1e7a4a258e.ts
無綫新聞台(備),mitv://147.135.39.171:9906/5d9a2df6000c88299cbecee47d987ebd.ts
無綫新聞台,mitv://147.135.39.171:9906/5ea2946b00081730d0a8c200646857fd.ts
ViuTV,mitv://147.135.39.171:9906/5d9a2e7b000d28609cc0d68b68a05dd1.ts
ViuTVsix,mitv://147.135.39.171:9906/5d9a2e7c0000af799cc0d74673341867.ts
RTHK31,mitv://147.135.39.171:9906/5e9fd724000764a5c5f564790eb03709.ts
RTHK32,mitv://147.135.39.171:9906/5e9fd724000d1fc7c5f565f078712f85.ts
澳門蓮花,mitv://147.135.39.171:9906/5eb29ebb000185ac0f512ced64dc1bd4.ts
香港開電視,mitv://147.135.39.171:9906/5e9fd74f000449a9c5f60ba621430299.ts
新視覺HD,mitv://147.135.39.171:9906/5e9b4b120003d450b4323d3f070d7242.ts
光耀才財經台,mitv://147.135.39.171:9906/5e8f5595000714bc857b29ee50a11cff.ts
CHANNEL NEWSASIA,mitv://147.135.39.171:9906/5e9e806300039955c0ba819751806e57.ts
Mediacorp5,mitv://147.135.39.171:9906/5ea29be000056759d0c5e25c6faf4d5e.ts
Mediacorp8,mitv://147.135.39.171:9906/5ea29be0000e37c8d0c5e49e1d7e2fe9.ts
MediacorpU,mitv://147.135.39.171:9906/5ea29be100062894d0c5e6736df27aa0.ts
now sports 1,mitv://147.135.39.171:9906/5ed0ef0f000b4f0785bb2c6930870d48.ts
now sports 2,mitv://147.135.39.171:9906/5ed0ef0f0009908b85bb2bfb19e9442c.ts
now新聞台,mitv://147.135.39.171:9906/5e3e2d4d00034f186dbafcc93ae46ad8.ts
